Tokens,Sentiment_score,Sentiment_emotion,Part_of_speech
"['|', 'harry', 'performing', 'only', 'angel', 'tonight', '!', 'march', '27', ',', '2018', '•', '©', '️']",0,Surprise,PUNCT
"['▶', '️8', 'facts', 'currently', 'define', 'sector', ':']",0,Surprise,PUNCT
"['can', 'i', 'take', 'your', 'temperature', '?', 'coz', 'you', 'looking', 'hot', 'today', '😂']",1,Joy,VERB
"['i', 'love', 'so', 'so', 'much', 'millie', ',', 'happy', 'birthday', '❤', 'my', 'little', 'princess', '…']",1,Love,NOUN
"['i', 'am', 'the', 'designer', 'of', 'my', 'own', 'catastrophe', '..', '©', 'fanny', 'latour', 'lambert', '.']",0,Surprise,PUNCT
"['a', 'perfect', 'crisp', 'ginger', 'ale', '😛']",1,Joy,ADJ
"['“', 'i', '’', 've', 'never', 'worked', 'so', 'hard', 'in', 'my', 'life', ',', 'honestly', '.', '”', 'shootaround', '📝', '»']",0,Surprise,NOUN
"['nowadays', 'you', 'can', '’', 't', 'even', 'get', 'a', 'good', 'conversation', '😂']",1,Joy,VERB
"['office', '😎']",1,Joy,NOUN
"['kenta', 'is', 'in', 'japan', 'enjoying', 'new', ""year's"", '❣', '️']",1,Love,NOUN
"['opinions', 'on', '🅱️ts', '—', ""they're"", 'a', 'bunch', 'of', 'babies', 'and', 'they', 'have', 'some', 'real', 'good', 'ass', 'bops', 'tbh', 'but', 'i', ""don't"", 'stan']",0,Surprise,NOUN
"['even', 'though', 'i', 'don', '’', 't', 'know', 'you', 'well', '...', 'i', '’', 'm', 'here', 'if', 'you', 'ever', 'want', 'to', 'talk', 'about', 'anything', '❤', '️']",1,Love,VERB
"['omg', '!', 'my', 'baby', 'will', 'be', 'so', 'cute', '!', '😍', 'search', '""', 'baby', 'crush', '""', 'in', 'the', 'app', 'store', 'to', 'see', 'yours', '!']",1,Love,ADJ
"['thanks', 'sweetheart', '😊']",1,Joy,NOUN
"['plamen', '!', '😱', 'they', 'all', 'went', 'to', 'the', 'dark', 'side', '!', 'stay', 'strong', 'wi', '…']",-1,Fear,ADJ
"['cute', '😆']",1,Joy,ADJ
"['wrestling', 'is', 'the', 'best', '💕', 'i', '’', 'm', 'literally', 'the', 'happiest', 'i', 'have', 'ever', 'been', '!', 'i', 'have', 'a', 'loving', 'family', ',', 'the', 'best', 'friends', 'and', 'an', 'amazi', '…']",1,Love,NOUN
"['and', 'then', 'the', 'lesson', 'was', 'to', 'stop', 'expecting', '.', 'and', 'forgiving', 'others', 'for', 'being', 'who', 'they', 'are', '.', '🌸']",1,Love,NOUN
"['all', 'i', 'can', 'say', 'right', 'now', 'is', 'kagiso', 'rabada', '...', 'wow', '😅', '🇿🇦']",1,Joy,ADJ
"['like', 'ohhhhh', 'yeaaaaahhh', '😂']",1,Joy,VERB
"['my', 'week', 'on', 'twitter', '🎉', ':', '73', 'mentions', ',', '4.09', 'k', 'mention', 'reach', ',', '62', 'likes', ',', '2', 'retweets', ',', '1k', 'retweet', 'reach', '.', 'see', 'yours', 'with', '…']",1,Joy,NOUN
"['meganium', '♂', 'vine', 'whip', '/', 'earthquake', '(', 'iv', ':', '84', '%', '-', 'cp', ':', '1423', '-', 'l', ':', '23', ')', 'until', '11:15', ':', '46pm', 'unkn', '/', '?', 'lat', '=', '29.6585216217', '&', 'lon', '=', '-82.338703', '…']",0,Surprise,PROPN
"['triggered', '!', '😂']",1,Anger,VERB
"['yes', 'i', 'do', 'except', 'you', 'just', 'called', 'me', 'niall', 'soooo', '😁', 'you', '’', 're', 'forgiven']",1,Joy,VERB
"['📸', '|', 'joe', 'jonas', '&', 'sophie', 'turner', 'out', 'for', 'dinner', 'in', 'london']",0,Surprise,NOUN
"['lost', 'my', 'heart', 'on', 'you', '❤']",1,Love,NOUN
"['may', 'my', 'enemies', 'live', 'long', 'so', 'they', 'can', 'see', 'me', 'progress', '🔱']",1,Joy,NOUN
"['icymi', ':', 'today', 'on', 'bts', '🎙', 'i', 'broke', 'down', 'the', 'big', 'trade', 'and', 'why', 'i', 'think', 'kolby', 'altman', 'put', 'the', 'cavs', 'back', 'in', 'contention', '.', '-', 'wh', '…']",0,Surprise,NOUN
"['i', 'wanna', 'travel', 'out', 'of', 'the', 'country', 'with', 'the', 'family', 'friends', 'squad', '☹']",-1,Sadness,ADJ
"['really', '?', 'oml', '😂', 'i', 'guess', ""it'll"", 'be', 'a', 'long', 'process', 'to', 'get', 'him', 'into', 'it', '.']",1,Joy,VERB
"['i', 'wanna', 'get', 'all', 'cute', 'and', 'go', 'on', 'a', 'cute', 'date', '😩']",-1,Sadness,VERB
"['i', ""can't"", 'deal', 'with', 'dumb', '😕']",-1,Disgust,ADJ
"['had', 'a', 'casual', 'conversation', 'about', 'drugs', 'with', 'some', 'friends', 'this', 'weekend', 'and', 'i', 'get', 'called', 'in', 'to', 'urinalysis', 'today', '...', '🤔']",-1,Disgust,ADJ
"['backstage', 'at', 'g-a-y', 'with', '&', 'the', 'amazing', '💖']",1,Love,ADJ
"['cnn', 'denies', 'school', 'shooting', 'survivor', '’', 's', 'claim', 'it', 'scripted', 'town', 'hall', 'question', 'via', 'i', '👁', '…']",0,Surprise,NOUN
"[""it's"", 'a', 'shame', 'to', 'be', 'called', 'brave', 'and', 'beautiful', 'but', 'sleeps', 'sad', 'every', 'night', '.', '☹', '️']",-1,sadness,ADJ
"['after', 'workout', 'naka', '2rice', 'then', '1', 'pack', 'ng', 'cookies', '😩']",-1,Sadness,VERB
"['📷', 'iamgagaforgaga', ':', 'the', 'artrave', 'in', 'melbourne', '2014']",1,Joy,NOUN
"['this', 'weekend', ':', 'friday', '30th', 'march', '-', 'paul', 'messenger', 'live', '@', '9pm', '🎸', 'saturday', '31st', 'march', '-', 'its', 'the', 'return', 'of', 'tony', 'johnso', '…']",1,Joy,NOUN
"[""don't"", 'play', 'yourself', '💯']",1,Joy,ADJ
"['happy', 'birthday', 'khaliiiiiddddddddd', '!', '!', '!', 'stay', 'slay', 'as', 'always', 'and', 'be', 'happy', '!', '!', '!', 'have', 'a', 'great', 'day', 'boo', '!', '❤', '️', '…']",1,Love,VERB
"['craaaaaack', '!', '!', '!', '😍']",1,Joy,ADJ
"['🤔', 'don', '’', 't', 'worry', 'you', 'will', 'soon', 'melt']",-1,Disgust,ADJ
"['every', 'cunt', 'if', 'i', 'drink', 'enough', '.', '😉']",1,Joy,ADJ
"['happy', 'labour', 'day', 'malaysia', '!', '😎', 'get', '10', '%', 'off', 'on', 'all', 'purchases', 'from', '1.may', 'to', '6.may', '.', '2017', '*', 'a', 'special', '…']",1,Joy,ADJ
"['mood', 'bc', 'no', 'school', 'tomorrow', '🤪']",1,Joy,NOUN
"['ricegum', 'is', 'still', 'there', '...', 'who', 'did', 'win', 'the', 'clickbait', 'challenge', 'in', 'the', 'end', '?', '🤔']",-1,Disgust,ADJ
"['___', '|', '...', '|', '|', '.', '🐕', '.', '|', '|', '___', '|', 'why', 'does', 'russell', 'have', 'to', 'be', 'directly', 'in', 'the', 'center', 'of', 'my', 'bed', '?']",0,Surprise,NOUN
"['*', 'waiting', '*', '🙂']",0,Surprise,ADJ
"['seriously', ',', 'this', 'might', 'be', 'one', 'of', 'my', 'favorite', 'looks', 'of', 'hers', '!', '!', '😍']",1,Love,ADJ
"['no', 'getting', 'up', '10', 'seconds', 'after', 'being', 'hit', 'over', 'the', 'head', 'with', 'a', 'horse', 'shoe', 'nowadays', '😅']",1,Joy,ADJ
"['jiyongie', 'still', 'sleeping', 'at', 'his', 'house', 'yoongㅡ', '😧']",-1,Sadness,ADJ
"['ending', 'this', 'thread', 'with', ""lakas's"", '""', 'why', 'the', 'fck', 'am', 'i', 'still', 'here', '""', 'look', '😂']",1,Joy,VERB
"['🗣', 'if', 'i', 'had', 'one', 'wish', 'we', 'would', 'be', 'best', 'friends', ',', 'love', 'would', 'never', 'end', 'it', 'would', 'just', 'begin', '.', 'if', 'i', 'had', 'one', 'wish', 'you', 'would', 'be', '…']",1,Love,NOUN
"['vote', 'for', 'your', 'top', '10', '!', 'link', 'to', 'the', 'poll', ':', '✨']",1,Joy,NOUN
"['i', 'use', 'to', 'have', '300', '+', 'photos', 'in', 'my', 'camera', 'roll', ',', 'now', 'i', 'only', 'got', '73', '.', 'that', '’', 's', 'how', 'ugly', 'i', 'got', '😓']",-1,Sadness,ADJ
"['its', 'the', 'only', 'expression', 'i', 'could', 'find', 'to', 'match', 'mine', ',', 'because', 'of', 'concern', ',', 'yet', 'relief', '.', '😆']",1,Joy,ADJ
"['🤣', 'i', 'couldn', '’', 't', 'resist']",1,Joy,ADJ
"['no', 'judgement', 'here', '..', 'i', 'love', 'it', '!', '!', '😂']",1,Joy,VERB
"['check', 'your', 'dm', 'partner', '!', 'short', 'lang', 'but', 'i', 'hope', 'you', 'appreciate', '💙']",1,Love,ADJ
"['grave', '😎']",1,Joy,ADJ
"['[', 'update', 'chara', ']', ':', '»', '—', '170903', '!', '⤷', '©', 'loch', '999', '˗', 'ˏˋ', '+', 'ˎˊ', '˗']",0,Surprise,PUNCT
"['in', 'two', 'weeks', 'mera', ':', 'queen', 'of', 'atlantis', 'issue', '1', 'will', 'be', 'available', '.', 'make', 'sure', 'to', 'buy', 'in', 'the', 'nearest', 'comic', 'shop', '.', '🌊']",0,Surprise,NOUN
"['was', 'this', 'the', '""', '👇', '?']",0,Surprise,ADP
"['🎬', 'one', 'way', 'trip']",0,Surprise,NOUN
"['relatable', '😀']",1,Joy,ADJ
"['tobi', 'is', 'one', 'lucky', 'guy', 'chai', '😂']",1,Joy,VERB
"['cant', 'wait', '❗', '️', '→', '+', '(']",0,Surprise,PUNCT
"['producer', 'returned', '1.6', 'cr', 'for', 'east', 'distributor', '.', 'total', '20', 'cr', 'returned', 'to', 'distributors', '.', '👍']",1,Joy,ADJ
"['omg', 'i', 'remember', 'this', 'from', 'our', 'jdance', 'practice', '😭', 'good', 'old', 'times']",-1,Sadness,VERB
"['📽', '️electricity', 'in', 'the', 'nipples', 'with', 'needles', 'and', 'bondage', '…']",0,Surprise,NOUN
"['only', 'yours', '💙']",1,Love,ADJ
"['congratulations', 'on', 'your', 'news', '.', 'if', 'you', 'would', 'like', 'some', 'practice', ',', 'you', 'are', 'very', 'welcome', 'to', 'have', 'ava', 'for', 'a', 'couple', 'of', 'weeks', '😀', '.']",1,Joy,ADJ
"['i', 'wouldnt', 'fwm', 'tha', 'wrong', 'way', '😈']",-1,Disgust,ADJ
"['one', 'down', ',', 'one', 'more', 'to', 'go', '🤘']",1,Joy,ADJ
"['😍', 'yaaaas', 'lipstick', 'prince']",1,Love,ADJ
"['congrats', '!', '!', '!', '🏆']",1,Joy,NOUN
"['went', 'thru', 'a', 'lot', 'last', 'year', '...', 'but', 'i', 'made', 'it', '😅']",1,Joy,VERB
"['i', 'liked', 'a', 'video', '🔴', 'gta', '5', 'mod', 'menu', 'free', 'money', 'drop', '&', 'rp', 'lobby']",0,Surprise,ADJ
"['my', 'eye', 'soo', 'red', '😩']",-1,Sadness,VERB
"['fully', 'loaded', 'spicy', 'chicken', 'burger', '!', '🍗']",1,Joy,NOUN
"['toph', 'got', 'me', 'hooked', 'on', 'westworld', '😑']",-1,Disgust,ADJ
"['fuck', 'me', 'hard', '🤤']",1,Joy,ADJ
"['better', 'than', ""utd's"", '1999', 'season', 'they', 'said', '😂', 'city', '’', 's', 'last', 'three', 'games', ':', 'liverpool', '3-0', 'city', 'city', '2-3', 'united', 'city', '1-2', 'liverpool']",1,Joy,VERB
"[""i'll"", 'eat', 'bannana', '&', 'want', 'them', 'to', 'stare', 'at', 'my', 'boobs', 'too', '😊']",1,Joy,VERB
"['straight', 'stuntin', '’', ',', 'can', '’', 't', 'tell', 'me', 'nothin', '’', '🥀']",-1,Sadness,NOUN
"['i', 'don', '’', 't', 'want', 'to', 'wear', 'wigs', 'or', 'weave', '.', 'i', 'just', 'want', 'to', 'embrace', 'my', 'natural', 'hair', 'journey', 'if', 'im', 'honest', '...', '❤', '️', '…']",1,Love,VERB
"['i', 'sit', 'here', 'and', 'cut', 'things', 'for', 'my', 'sisters', 'lesson', 'plans', '&', 'she', 'watches', 'dramas', '🙄']",-1,Disgust,ADJ
"['[', 'hq', ']', '180421', 'icn', 'airport', 'otw', 'to', 'taiwan', 'for', ""'"", 'best', 'of', 'best', 'in', 'taipei', ""'"", '©', 'boxgame', '3']",0,Surprise,PUNCT
"['🤔', 'if', 'all', 'that', 'he', 'accused', 'people', 'of', 'were', 'proven', 'true', ',', 'why', 'would', 'he', 'lose', 'the', 'defamation', 'case', 'and', 'go', 'to', 'jail', '?', '?', 'aaptard', 'logic', 'na', '…']",-1,Disgust,ADJ
"['you', 'were', 'slandering', 'her', 'the', 'other', 'day', '💀']",-1,Fear,VERB
"['stanley', 'gdm', '..', 'anyone', '?', ""let's"", 'make', 'a', 'new', 'one', '.', '😅']",1,Joy,VERB
"['they', 'keep', 'belling', 'my', 'line', 'even', 'when', 'i', 'air', 'them', '😊']",1,Joy,VERB
"['she', 'said', 'my', 'man', '’', 's', '!', '!', '!', '😩']",-1,Sadness,VERB
"['i', 'love', 'you', 'karterliam', '💘']",1,Love,NOUN
"['wave', 'watch', 'iii', '®', 'products']",0,Surprise,NOUN
"[""let's"", 'get', 'this', 'ball', 'rollin', ""'"", '!', '!', 'a', 'brand', 'new', 'starts', 'right', 'now', 'on', 'east', 'coast', '!', '!', '🌟']",1,Joy,NOUN
"['every', 'time', 'i', 'see', 'my', 'cousin', 'it', 'makes', 'me', 'realize', 'how', 'we', 'got', 'the', 'ugly', 'in', 'the', 'family', '😪']",-1,Sadness,ADJ
"['that', '’', 's', 'right', '😉', 'you', '’', 're', 'not', '.', 'now', 'wyo', 'tonight', 'lil', 'mama', '?']",1,Joy,ADJ
"['stop', 'playin', 'wit', 'people', '😂']",1,Joy,VERB
"['also', ',', 'we', 'caught', 'up', 'with', 'our', '""', 'fab', '""', '🖐', 'who', 'have', 'been', 'named', 'player', 'of', 'the', 'week', 'this', 'season', '!', 'htt', '…']",1,Joy,NOUN
"['keep', 'hating', '...', ""you're"", 'doing', 'nothing', 'but', 'bringing', 'us', 'closer', 'together', '♥', '️']",1,Love,NOUN
"['pretty', 'random', 'but', 'i', 'wanna', 'say', 'i', 'love', ""y'all"", 'so', 'much', '💛']",1,Love,ADJ
"['[', 'info', ']', '🇯🇵', 'billboard', 'japan', '-', 'hot', 'albums', ':', '-', 'face', 'yourself', '[', 'new', ']', '©', 'btschartdata']",1,Joy,PROPN
"['☘', 'celebrating', 'xxvi', 'in', 'behind', 'the', 'scenes', '🇮🇪']",1,Joy,NOUN
"['yet', 'another', 'perfect', 'game', 'ruined', 'by', 'logan', 'forsythe', '.', '😉']",0,Surprise,ADJ
"['i', '’', 've', 'been', 'studying', 'all', 'day', 'for', 'my', 'final', 'tomorrow', 'please', 'wish', 'me', 'luck', 'i', 'need', 'it', 'lol', '💙']",1,Love,ADJ
"['happy', 'monday', '💚', 'rumi', 'quote', 'to', 'fan', 'your', 'flames', '!', '!']",1,Love,ADJ
"['rudy', 'continues', 'his', 'monster', 'streak', 'and', 'gets', 'us', 'on', 'the', 'board', ',', 'plus', 'the', 'foul', '.', '(', 'he', 'made', 'the', 'gimme', '😛', ')']",1,Joy,VERB
"['i', 'love', '❤', '️', 'this']",1,Love,VERB
"['i', 'love', 'everything', 'about', 'this', 'tweet', '😂']",1,Joy,VERB
"['he', 'should', '’', 've', 'been', 'on', 'i', '.', 't', 'last', 'yr', '😴']",-1,sadness,ADJ
"['josh', 'hader', 'on', '""', ""i'm"", 'on', 'the', 'golf', 'course', 'right', 'now', '.', '""', 'my', 'dude', '👌']",1,Joy,ADJ
"['follow', 'everyone', 'who', 'retweets', '&', 'likes', 'this', '💋']",1,Love,NOUN
"['best', 'part', 'about', 'any', 'hi', 'scrap', 'video', 'is', 'the', 'commentary', '😂']",1,Joy,VERB
"['our', 'first', 'book', 'is', 'announced', 'tomorrow', '!', '📚', 'see', 'what', 'had', 'to', 'say', ':']",1,Joy,NOUN
"['i', 'be', 'sleep', 'allday', '😩']",-1,Sadness,VERB
"['when', 'you', 'wake', 'up', 'from', 'a', 'nap', 'and', 'you', 'look', 'like', 'a', 'delete', 'picture', '😢']",-1,sadness,ADJ
"['to', 'beard', 'or', 'not', 'to', 'beard', '?', '🤔']",-1,Disgust,ADJ
"['manning', 'happy', 'hour', 'on', 'with', '-', 'tweet', 'us', 'your', 'irish', 'craft', 'drinks', 'choices', 'on', ""paddy's"", 'day', '🍻']",1,Joy,NOUN
"['skating', 'is', 'not', 'my', 'thing', '🙃']",-1,Fear,ADJ
"['i', 'was', 'dying', 'inside', 'to', 'hold', 'you', '🎶']",1,Joy,NOUN
"['amir', 'patut', 'buat', 'new', 'trick', 'nk', 'tackle', 'rapidkl', '😁', '..']",1,Joy,ADJ
"['as', 'a', 'pro', 'wrestling', 'fan', ""i'm"", 'so', 'glad', 'my', 'favorite', 'tag', 'team', 'will', 'finally', 'b', ""c'n"", 'in', 'all', 'their', 'glory', '😂']",1,Joy,VERB
"['this', 'man', 'is', 'obsessed', 'with', 'gucci', '😑']",-1,Disgust,ADJ
"['made', 'my', 'blood', 'boil', 'that', 'little', 'laugh', '🤬']",-1,Anger,ADJ
"['a', 'vibe', 'you', 'wont', 'find', 'no', 'where', 'else', '✨']",1,Joy,NOUN
"['❝', 'being', ""different's"", 'nothing', 'to', 'be', 'ashamed', 'of', ',', 'its', 'something', 'special', '.', '❞', '—', 'rainbow', '🌈']",1,Joy,NOUN
"['your', 'website', 'is', 'down', '.', 'please', 'pick', 'it', 'up', '.', '😂']",1,Joy,VERB
"[""it's"", 'a', 'wear', 'all', 'of', ""daddy's"", 'clothes', 'kind', 'of', 'day', 'today', '😍']",1,Love,ADJ
"['lmfao', 'why', 'do', 'you', 'keep', 'playing', '😂']",1,Joy,VERB
"['i', 'be', 'having', 'some', 'crazy', 'ass', 'dreams', '😂']",1,Joy,VERB
"['wish', 'i', 'had', 'a', 'treadmill', '😭']",-1,Sadness,VERB
"['who', 'wanna', 'txt', '😂']",1,Joy,VERB
"[""i've"", 'been', 'in', 'super', 'fallback', 'mode', '..', 'getting', 'chunkier', '&', 'letting', 'my', 'eyebrows', 'get', 'bushy', '😩']",-1,Sadness,VERB
"['but', 'before', 'i', 'do', 'engine', 'mods', 'i', 'need', 'a', 'hondata', 'which', 'is', 'expensive', '.', 'why', ""can't"", 'modding', 'cars', 'be', 'cheap', '🙄']",-1,Disgust,ADJ
"['this', 'is', 'so', 'cute', '!', '!', 'cat', 'x', 'baejin', '♥', '︎']",1,Love,NOUN
"['are', 'you', 'ready', 'to', 'collapse', 'youtube', 'and', 'beat', 'a', 'new', 'record', '?', '😏']",1,Joy,ADJ
"['a', 'lil', 'boy', 'caught', 'his', 'momma', 'riding', 'his', 'daddy', '😩', 'he', 'said', '""', 'ma', 'what', 'you', 'doing', '?', '""', 'she', 'said', '""', 'son', 'your', 'daddy', 'stomach', 'to', 'big', ',', 'so', 'i', '…']",-1,Sadness,VERB
"['goodnight', 'everyone', '💜']",1,Love,ADJ
"['good', 'morning', 'to', 'all', 'my', 'frnds', '💟']",1,Love,NOUN
"['this', ""wasn't"", 'even', 'near', 'to', 'funny', '😑', 'gave', 'me', 'a', 'mini', 'heart', 'attack']",-1,Disgust,ADJ
"['my', 'week', 'on', 'twitter', '🎉', ':', '381', 'mentions', ',', '7.64', 'k', 'mention', 'reach', ',', '461', 'likes', ',', '6', 'retweets', ',', '12.2', 'k', 'retweet', 'reach', '.', 'see', 'yours', 'with', '…']",1,Joy,NOUN
"['thanks', 'aida', '🌸']",1,Joy,NOUN
"['inspirational', 'person', 'of', 'the', 'day', ':', 'anne', 'hegerty', 'is', 'well', 'known', 'as', 'the', 'governess', 'on', 'the', 'chase', 't', '.', 'v', '.', 'show', '.', '📺', 'anne', 'was', '…']",1,Joy,NOUN
"['been', 'in', 'this', 'country', 'and', 'greensboro', 'for', '15', 'years', 'as', 'of', 'today', '😐']",0,Surprise,ADJ
"['im', 'really', 'tryna', 'record', 'and', 'make', 'some', 'music', ',', 'if', 'anyone', 'has', 'a', 'studio', '/', 'knows', 'someone', 'that', 'has', 'one', 'pls', 'dm', 'me', 'so', 'i', 'can', 'get', 'shit', 'rollin', '🖤']",1,Love,NOUN
"['my', 'best', 'friend', 'hypes', 'me', 'more', 'than', 'anyone', 'else', '’', 's', '😤']",-1,Anger,ADJ
"['she', 'thicc', '👀']",0,Surprise,VERB
"['i', '’', '’', 'm', 'a', 'barbie', 'girl', '.', '💕', '.']",1,Love,NOUN
"['listen', 'to', 'our', 'very', 'own', 'josh', 'carter', 'talk', 'all', 'things', 'with', '❤', '️']",1,Love,VERB
"[""i'm"", 'sure', 'you', 'guys', 'can', 'work', 'it', 'out', '😂']",1,Joy,VERB
"['old', 'video', 'uncovered', ',', 'with', '🙈', 'with', 'special', 'alterista', 'videographer', 'participation']",0,Surprise,ADJ
"['jersey', ""don't"", 'party', 'like', 'tampa', '😭']",-1,Sadness,VERB
"['goodnight', 'baby', 'i', 'love', 'you', 'so', 'much', '♥', '️', 'exo', '엑소']",1,Love,NOUN
"[""where's"", 'my', 'active', ',', 'real', 'followers', '?', '?', '🔥']",1,Joy,NOUN
"['wish', 'the', 'whole', 'of', 'ot5', 'is', 'here', '!', 'still', 'to', 'see', 'gyuri', ',', 'hara', 'and', 'seungyeon', 'make', 'me', '😢', '.', 'and', 'think', 'its', '2013', 'again', '…']",-1,sadness,VERB
"['in', 'case', 'you', 'missed', 'it', 'on', 'yesterday', ':', '📻']",0,Surprise,NOUN
"['we', 'love', 'you', 'namjoonieee', '💓']",1,Love,NOUN
"['i', 'love', 'my', 'boyfriend', '💚', 'just', 'a', 'thought', 'okay', 'bye', 'my', 'phone', 'finna', 'die']",1,Love,ADJ
"['i', 'tried', 'pushing', 'though', 'the', 'first', 'one', 'but', 'i', 'couldn', '’', 't', '.', 'i', 'think', 'it', '’', 's', 'because', 'i', 'dislike', 'mare', 'from', 'the', 'beginning', '🙈', '!']",-1,disgust,ADJ
"['rt', ',', 'dm', '🥓']",1,Joy,NOUN
"['waking', 'up', 'after', 'the', 'best', 'sleep', 'ever', '&', 'for', 'a', 'first', 'not', 'feeling', 'depressed', 'has', 'got', 'to', 'be', 'one', 'of', 'the', 'best', 'feelings', '.', '🙃']",1,Joy,ADJ
"['i', '’', 'm', 'finna', 'ducc', 'off', 'wit', 'somebody', '🤣']",1,Joy,VERB
"['oh', 'wait', 'i', 'just', 're-read', 'it', 'properly', 'i', 'mean', 'cornflakes', 'can', 'be', 'bland', 'but', 'they', 'aren', '’', 't', '~', 'that', '~', 'bland', '😆']",1,Joy,ADJ
"['can', '’', 't', 'stand', 'hypocrites', '💀']",-1,Fear,VERB
"['this', 'watery', 'ass', 'shit', '😂']",1,Joy,VERB
"['arab', 'parents', '’', 'ways', 'of', 'disciplining', 'their', 'kids', '☠', '️']",-1,Fear,NOUN
"['right', '?', '?', '😦']",-1,Fear,ADJ
"['🔥', 'double', 'dipping', '...']",1,Joy,NOUN
"['srslyyy', '!', '😅']",1,Joy,ADJ
"['jyp', 'would', 'he', 'a', 'fool', 'for', 'eliminating', 'such', 'a', 'king', 'look', 'at', 'him', 'slaying', '🎶', 'a', '$', 'ap', 'rocky', '-', 'multiply']",1,Joy,NOUN
"['this', 'question', 'was', 'asked', 'in', 'a', '5', 'th', 'grade', 'exam', '😐']",0,Surprise,ADJ
"['thank', 'you', 'twin', '💓']",1,Love,NOUN
"['hey', 'who', 'has', 'a', 'code', 'for', 'me', 'to', 'get', 'a', 'cheaper', 'uber', 'or', 'lyft', 'ride', '?', '😭']",-1,Sadness,VERB
"['heaven', 'is', 'all', 'around', '✨']",1,Joy,NOUN
"['wearing', 'my', 'signature', 'cr7', 'steel', 'shirt', '👌', 'comfort', 'is', 'the', 'new', 'luxury', '.', 'find', 'yours', 'now', 'on', '…']",1,Joy,ADJ
"['i', ""don't"", 'always', 'comment', 'on', 'a', ""friend's"", 'pic', 'but', 'when', 'i', 'do', 'i', 'make', 'sure', ""it's"", 'insulting', '.', '😂']",1,Anger,VERB
"['ilove', 'yall', '!', '!', '!', '💎']",1,Joy,NOUN
"['really', ',', 'that', '’', 's', 'what', 'started', 'this', 'madness', 'in', 'the', '1st', 'place', '🧐']",0,Surprise,ADJ
"['happy', 'birthday', 'to', 'a', 'real', 'one', '❤', '️', 'if', 'they', 'don', '’', 't', 'hear', 'you', 'now', 'they', 'gone', 'hear', 'you', 'real', 'soon', '!']",1,Love,VERB
"['3️⃣', '🦁', 'congratulations', 'to', 'on', 'his', 'call', 'up', 'to', 'the', 'squad', 'ahead', 'of', 'their', 'upcoming', 'international', 'friendli', '…']",1,Joy,NUM
"['yes', ',', 'know', 'your', 'worth', '🙌']",1,Joy,VERB
"['🖤', 'peaceful', '..']",1,Love,NOUN
"['handsome', 'liam', '😍']",1,Love,ADJ
"['it', '’', 's', 'so', 'boring', '😞']",-1,sadness,ADJ
"['this', 'and', '""', 'everywhere', '""', 'by', 'is', 'my', 'friday', 'drive', 'home', 'ritual', '!', 'windows', 'down', '!', '😅']",1,Joy,VERB
"['😀', 'ha', '!', '""', 'ans', 'are', 'just', 'condescending', 'dickheads', '""', 'we', 'are', 'a', 'bunch', 'of', 'elitist', 'pricks', ',', ""aren't"", 'we', ',', 'godfrey', '?']",-1,Disgust,ADJ
"[""i'm"", 'glad', 'to', 'be', 'alive', '😏']",1,Joy,ADJ
"['i', 'got', 'my', 'eyes', 'on', 'you', 'chloe', '👀']",0,Surprise,VERB
"['171031', 'hot', 'pink', '©', 'smile', '-', 'wa', '-']",0,Surprise,NOUN
"['a', 'decade', 'from', 'now', 'trumponomics', 'will', 'be', 'discussed', 'in', 'every', 'macroeconomics', 'class', '🙄']",-1,Disgust,ADJ
"['wow', '..', 'i', 'fucking', 'love', 'you', '😭']",1,Love,VERB
"['flowers', 'of', 'pasta', 'are', 'blossoming', 'at', 'otto', 'today', '🌼', 'spring', 'pea', 'fiore', 'with', 'mint', 'pesto', '&', 'ricotta', 'salata', '.']",1,Joy,NOUN
"['the', 'futurist', 'in', 'me', 'must', 'see', 'pics', 'of', '43ft', 'waves', '🌊']",1,Joy,NOUN
"['tonight', '’', 's', 'vibe', '💋']",1,Love,NOUN
"['and', 'the', 'keeper', '😉']",1,Joy,ADJ
"['thanks', 'for', 'the', 'retweets', '!', ""you're"", 'awesome', '(', '🚀', 'via', ')', 'h', '…']",1,Joy,NOUN
"['follow', 'me', 'and', 'everyone', 'who', 'likes', '&', 'retweets', 'this', 'tweet', '.', '📱']",0,Surprise,NOUN
"['i', 'like', 'your', 'trigger', 'taste', 'sir', '😉', 'nothing', 'like', 'squeezing', 'a', 'straight', 'trigger', '.']",1,Joy,ADJ
"['“', 'kicking', 'it', 'with', 'my', 'partner', 'in', 'this', 'journey', 'called', 'life', '”', 'cutest', '.', 'description', '.', 'ever', '.', '😭']",-1,Sadness,VERB
"['wish', 'i', 'was', 'getting', 'one', 'of', 'those', '🙄']",-1,Disgust,ADJ
"['last', 'semester', 'of', 'hs', 'ever', 'begins', 'today', '...', 'where', 'has', 'the', 'time', 'gone', '?', '😰']",-1,Fear,ADJ
"['that', '’', 's', 'how', 'we', 'sail', '!', '😉']",1,Joy,ADJ
"['do', 'i', 'hear', 'james', 'sing', '""', 'cool', 'down', '.', 'i', 'need', 'to', 'cool', 'down', '""', 'bec', 'mumshie', 'is', 'just', 'too', '🔥', 'to', 'handle']",1,Joy,ADJ
